PN,ASSIGNEE,value
6872574,The Scripps Research Institute,7922
5196309,The Scripps Research Institute,8328
9752191,The Scripps Research Institute,8554
7272508,The Scripps Research Institute,11134
5459037,The Scripps Research Institute,11411
9921225,The Scripps Research Institute,12140
5573905,The Scripps Research Institute,13050
5723598,The Scripps Research Institute,15279
5733757,The Scripps Research Institute,15341
8722402,Massachusetts Institute of Technology,15566
9625444,Massachusetts Institute of Technology,15569
5770356,The Scripps Research Institute,15814
5807680,The Scripps Research Institute,16303
5807718,The Scripps Research Institute,16308
7592188,The Scripps Research Institute,16401
5820858,The Scripps Research Institute,16443
5835382,The Scripps Research Institute,16585
5846533,The Regents of the University of California,16808
7305112,Palo Alto Resaerch Center Incorporated,17546
5972629,The Scripps Research Institute,18260
6004555,"Board of Regents, The University of Texas System",18739
6043045,The Scripps Research Institute,19232
6060596,The Scripps Research Institute,19448
6096503,The Scripps Research Institute,19794
6110680,The Scripps Research Institute,19966
6140466,The Scripps Research Institute,20290
7745161,Palo Alto Resaerch Center Incorporated,20898
6194612,"CombiChem, Inc.",20937
6228654,The Rockefeller University,21317
6235494,The Scripps Research Institute,21425
6242568,The Scripps Research Institute,21501
6297024,"Cell Activation, Inc.",22239
6326174,The Scripps Research Institute,22577
6472147,The Scripps Research Institute,23294
9702795,The Scripps Research Institute,24542
10241011,Engineering Arts LLC,24543
9963481,The Scripps Research Institute,26566
9540684,MINDERA CORPORATION,26628
7348437,The Scripps Research Institute,26675
10168342,The Scripps Research Institute,26676
8143039,"Sapphire Energy, Inc.",28617
8318436,"Sapphire Energy, Inc.",28618
7373805,The Secretary of State for Defence,3861
7947476,The Secretary of State for Defence,4369
6743638,The Secretary of State for Defence,8963
7492978,The Secretary of State for Defence,9827
7252975,The Secretary of State for Defence,26394
7298475,The Secretary of State for Defence,26508
4975237,The Secretary of State for Defence in Her Britannic Majesty's Government of the United Kingdom of Great Britain and Northern Ireland,6138
7264950,The Secretary of State for Defence in Her Britannic Majesty's Government of the United Kingdom of Great Britain and Northern Ireland,6810
